time,prediction
1,0.405479844
2,0.383183996
3,0.377948594
4,0.344521863
5,0.418050364
6,0.401694162
7,0.407062105
8,0.418600312
9,0.41525588
10,0.515853312
11,0.405679069
12,0.399161809
13,0.421231073
14,0.368808961
15,0.407029562
16,0.393893718
17,0.38414853
18,0.45875085
19,0.409950243
20,0.441446374
21,0.407133832
22,0.40746428
23,0.420231057
24,0.418115147
25,0.436071552
26,0.415512181
27,0.384395924
28,0.373588159
29,0.371706704
30,0.383800872
31,0.373499041
32,0.383742358
33,0.397462564
34,0.408205131
35,0.42504268
36,0.437667697
37,0.447660374
38,0.449297495
39,0.404737641
40,0.431262345
41,0.482838594
42,0.401115012
43,0.49398209
44,0.496343435
45,0.467108074
46,0.412019952
47,0.406367091
48,0.404874374
49,0.413202528
50,0.45084553
51,0.520279159
52,0.406804196
53,0.400487651
54,0.472727731
55,0.486378557
56,0.433413672
57,0.400314482
58,0.422016843
59,0.369849608
60,0.405746649
61,0.503769388
62,0.534977367
63,0.634020128
64,0.625222392
65,0.549069018
66,0.534389406
67,0.457085078
68,0.497549951
69,0.544711462
70,0.543844851
71,0.530492348
72,0.543780614
73,0.665359114
74,0.647237466
75,0.579145942
76,0.589193774
77,0.583419132
78,0.576777578
79,0.536048018
80,0.564141688
81,0.539530567
82,0.552879274
83,0.564058785
84,0.497550983
85,0.582795168
86,0.59419669
87,0.553813237
88,0.558924954
89,0.591152752
90,0.612636258
91,0.555346503
92,0.572007114
93,0.554598407
94,0.544552368
95,0.533793825
96,0.525915986
97,0.57253471
98,0.566287263
99,0.576440785
100,0.534010431
101,0.610423198
102,0.618266848
103,0.579931285
104,0.614851028
105,0.626476678
106,0.659015984
107,0.562555363
108,0.561230967
109,0.592985539
110,0.56935189
111,0.544079199
112,0.604371363
113,0.555791778
114,0.579652212
115,0.628606792
116,0.584358166
117,0.55565432
118,0.56899952
119,0.653716687
120,0.599768299
121,0.560867039
122,0.551699222
123,0.591691123
124,0.587707037
125,0.613145502
126,0.554474376
127,0.578759491
128,0.576477849
129,0.690944859
130,0.586971743
131,0.657578924
132,0.579172848
133,0.647686991
134,0.622285477
135,0.601735625
136,0.610300284
137,0.63533374
138,0.648738708
139,0.619496718
140,0.609983423
141,0.625842612
142,0.632872953
143,0.703442948
144,0.699089193
145,0.665770411
146,0.649065006
147,0.691369695
148,0.666576111
149,0.660625827
150,0.648485963
151,0.623624625
152,0.587108659
153,0.629974113
154,0.648417184
155,0.575247847
156,0.607932773
157,0.634986191
158,0.58966814
159,0.608414489
160,0.63277469
161,0.564877645
162,0.683151674
163,0.599734377
164,0.623712754
165,0.541307945
166,0.589918546
167,0.596377962
168,0.603033171
169,0.603820226
170,0.602606031
171,0.622015979
172,0.594094964
173,0.598380318
174,0.383800872
175,0.373499041
176,0.383742358
177,0.397462564
178,0.408205131
179,0.42504268
180,0.437667697
181,0.447660374
182,0.449297495
183,0.404737641
184,0.431262345
185,0.482838594
186,0.401115012
187,0.49398209
188,0.496343435
189,0.467108074
190,0.412019952
191,0.406367091
192,0.404874374
193,0.413202528
194,0.45084553
195,0.520279159
196,0.406804196
197,0.400487651
198,0.472727731
199,0.486378557
200,0.433413672
201,0.400314482
202,0.422016843
203,0.369849608
204,0.405746649
205,0.503769388
206,0.534977367
207,0.634020128
208,0.625222392
209,0.549069018
210,0.534389406
211,0.457085078
212,0.497549951
213,0.544711462
214,0.543844851
215,0.530492348
216,0.543780614
217,0.665359114
