time,prediction
1.0,0.4054798436854016
2.0,0.3831839957440496
3.0,0.3779485938207737
4.0,0.3445218627289689
5.0,0.4180503639265778
6.0,0.4016941621734886
7.0,0.4070621049215591
8.0,0.4186003123408713
9.0,0.41525588036296784
10.0,0.5158533118710552
11.0,0.4056790690231895
12.0,0.39916180880377816
13.0,0.4212310733028051
14.0,0.36880896101339367
15.0,0.40702956165171456
16.0,0.39389371827822794
17.0,0.3841485299858651
18.0,0.45875085002947424
19.0,0.4099502428822751
20.0,0.4414463739575928
21.0,0.40713383173352274
22.0,0.40746427955191755
23.0,0.42023105700330554
24.0,0.418115147175972
25.0,0.43607155238303896
26.0,0.4155121807012051
27.0,0.3843959236582572
28.0,0.37358815921832894
29.0,0.37170670376448073
30.0,0.3838008715100393
31.0,0.37349904136545076
32.0,0.3837423580874916
33.0,0.3974625644369344
34.0,0.40820513083083254
35.0,0.425042679608829
36.0,0.4376676968164124
37.0,0.44766037358482136
38.0,0.4492974948671292
39.0,0.4047376409096466
40.0,0.4312623448791849
41.0,0.48283859432374554
42.0,0.4011150120848527
43.0,0.4939820898635071
44.0,0.49634343534522546
45.0,0.4671080741253052
46.0,0.41201995165899613
47.0,0.40636709085407163
48.0,0.40487437441513424
49.0,0.41320252786433825
50.0,0.4508455304896616
51.0,0.5202791590649295
52.0,0.40680419629799747
53.0,0.40048765143724624
54.0,0.47272773135193846
55.0,0.48637855703962424
56.0,0.43341367191357244
57.0,0.4003144821489636
58.0,0.4220168433409329
59.0,0.36984960771641057
60.0,0.4057466492063354
61.0,0.5037693883146728
62.0,0.534977367013424
63.0,0.6340201282422896
64.0,0.6252223918432567
65.0,0.5490690176429973
66.0,0.5343894055473074
67.0,0.4570850778964249
68.0,0.4975499513411067
69.0,0.5447114620128695
70.0,0.5438448512332881
71.0,0.5304923480277652
72.0,0.5437806143540092
73.0,0.6653591144137131
74.0,0.6472374658800152
75.0,0.5791459421880741
76.0,0.5891937736442253
77.0,0.5834191320400707
78.0,0.576777578135235
79.0,0.5360480175973958
80.0,0.5641416881921486
81.0,0.5395305672495184
82.0,0.5528792741509491
83.0,0.5640587849084266
84.0,0.49755098313353824
85.0,0.5827951679732064
86.0,0.5941966902740089
87.0,0.5538132369779065
88.0,0.5589249537596683
89.0,0.5911527516285228
90.0,0.6126362577216757
91.0,0.5553465028190366
92.0,0.5720071138967566
93.0,0.5545984065936015
94.0,0.5445523677539625
95.0,0.5337938254089577
96.0,0.5259159857132343
97.0,0.5725347103458509
98.0,0.566287262667937
99.0,0.5764407847827691
100.0,0.5340104305942969
101.0,0.6104231978569176
102.0,0.6182668483296363
103.0,0.5799312851686611
104.0,0.6148510284089733
105.0,0.6264766783965237
106.0,0.6590159843024671
107.0,0.5625553627262307
108.0,0.5612309666687239
109.0,0.5929855393781962
110.0,0.5693518898275963
111.0,0.5440791988027117
112.0,0.6043713633365868
113.0,0.5557917781164173
114.0,0.5796522119875138
115.0,0.6286067915506877
116.0,0.5843581663772199
117.0,0.5556543199320838
118.0,0.5689995200929812
119.0,0.6537166872932466
120.0,0.5997682991214374
121.0,0.5608670393600931
122.0,0.5516992224575437
123.0,0.5916911226653949
124.0,0.5877070368055197
125.0,0.6131455017976345
126.0,0.5544743757140134
127.0,0.5787594910691676
128.0,0.576477848518085
129.0,0.690944859291436
130.0,0.5869717427587717
131.0,0.657578924406675
132.0,0.5791728483049667
133.0,0.6476869909471287
134.0,0.6222854768009334
135.0,0.6017356251024142
136.0,0.6103002843911007
137.0,0.6353337395399181
138.0,0.6487387082220167
139.0,0.6194967179578428
140.0,0.6099834234617283
141.0,0.6258426124565106
142.0,0.6328729533519986
143.0,0.703442947702816
144.0,0.6990891928135035
145.0,0.6657704112690437
146.0,0.6490650061043122
147.0,0.6913696948744468
148.0,0.6665761105744525
149.0,0.660625827467109
150.0,0.648485963020549
151.0,0.6236246251719427
152.0,0.5871086592029792
153.0,0.6299741128664191
154.0,0.6484171838100152
155.0,0.5752478467144055
156.0,0.6079327730815759
157.0,0.6349861911531446
158.0,0.5896681396804893
159.0,0.6084144888738126
160.0,0.6327746895572279
161.0,0.5648776450304414
162.0,0.6831516743783844
163.0,0.5997343767043203
164.0,0.6237127536111253
165.0,0.5413079451446843
166.0,0.5899185460546043
167.0,0.5963779624529886
168.0,0.6030331711458798
169.0,0.6038202255654825
170.0,0.6026060305866997
171.0,0.6220159786305858
172.0,0.5940949640270479
173.0,0.5983803183126626
174.0,0.3838008715100393
175.0,0.37349904136545076
176.0,0.3837423580874916
177.0,0.3974625644369344
178.0,0.40820513083083254
179.0,0.425042679608829
180.0,0.4376676968164124
181.0,0.44766037358482136
182.0,0.4492974948671292
183.0,0.4047376409096466
184.0,0.4312623448791849
185.0,0.48283859432374554
186.0,0.4011150120848527
187.0,0.4939820898635071
188.0,0.49634343534522546
189.0,0.4671080741253052
190.0,0.41201995165899613
191.0,0.40636709085407163
192.0,0.40487437441513424
193.0,0.41320252786433825
194.0,0.4508455304896616
195.0,0.5202791590649295
196.0,0.40680419629799747
197.0,0.40048765143724624
198.0,0.47272773135193846
199.0,0.48637855703962424
200.0,0.43341367191357244
201.0,0.4003144821489636
202.0,0.4220168433409329
203.0,0.36984960771641057
204.0,0.4057466492063354
205.0,0.5037693883146728
206.0,0.534977367013424
207.0,0.6340201282422896
208.0,0.6252223918432567
209.0,0.5490690176429973
210.0,0.5343894055473074
211.0,0.4570850778964249
212.0,0.4975499513411067
213.0,0.5447114620128695
214.0,0.5438448512332881
215.0,0.5304923480277652
216.0,0.5437806143540092
217.0,0.6653591144137131
218.0,0.6472374658800152
219.0,0.5791459421880741
220.0,0.5891937736442253
221.0,0.5834191320400707
222.0,0.576777578135235
223.0,0.5360480175973958
224.0,0.5641416881921486
225.0,0.5395305672495184
226.0,0.5528792741509491
227.0,0.5640587849084266
228.0,0.49755098313353824
229.0,0.5827951679732064
230.0,0.5941966902740089
231.0,0.5538132369779065
232.0,0.5589249537596683
233.0,0.5911527516285228
234.0,0.6126362577216757
235.0,0.5553465028190366
236.0,0.5720071138967566
237.0,0.5545984065936015
238.0,0.5445523677539625
239.0,0.5337938254089577
240.0,0.5259159857132343
241.0,0.5725347103458509
242.0,0.566287262667937
243.0,0.5764407847827691
244.0,0.5340104305942969
245.0,0.6104231978569176
246.0,0.6182668483296363
247.0,0.5799312851686611
248.0,0.6148510284089733
249.0,0.6264766783965237
250.0,0.6590159843024671
251.0,0.5625553627262307
252.0,0.5612309666687239
253.0,0.5929855393781962
254.0,0.5693518898275963
255.0,0.5440791988027117
256.0,0.6043713633365868
257.0,0.5557917781164173
258.0,0.5796522119875138
259.0,0.6286067915506877
260.0,0.5843581663772199
261.0,0.5556543199320838
262.0,0.5689995200929812
263.0,0.6537166872932466
264.0,0.5997682991214374
265.0,0.5608670393600931
266.0,0.5516992224575437
267.0,0.5916911226653949
268.0,0.5877070368055197
269.0,0.6131455017976345
270.0,0.5544743757140134
271.0,0.5787594910691676
272.0,0.576477848518085
273.0,0.690944859291436
274.0,0.5869717427587717
275.0,0.657578924406675
276.0,0.5791728483049667
277.0,0.6476869909471287
278.0,0.6222854768009334
279.0,0.6017356251024142
280.0,0.6103002843911007
281.0,0.6353337395399181
282.0,0.6487387082220167
283.0,0.6194967179578428
284.0,0.6099834234617283
285.0,0.6258426124565106
286.0,0.6328729533519986
287.0,0.703442947702816
288.0,0.6990891928135035
289.0,0.6657704112690437
290.0,0.6490650061043122
291.0,0.6913696948744468
292.0,0.6665761105744525
293.0,0.660625827467109
294.0,0.648485963020549
295.0,0.6236246251719427
296.0,0.5871086592029792
297.0,0.6299741128664191
298.0,0.6484171838100152
299.0,0.5752478467144055
300.0,0.6079327730815759
301.0,0.6349861911531446
302.0,0.5896681396804893
303.0,0.6084144888738126
304.0,0.6327746895572279
305.0,0.5648776450304414
306.0,0.6831516743783844
307.0,0.5997343767043203
308.0,0.6237127536111253
309.0,0.5413079451446843
310.0,0.5899185460546043
311.0,0.5963779624529886
312.0,0.6030331711458798
313.0,0.6038202255654825
314.0,0.6026060305866997
315.0,0.6220159786305858
316.0,0.5940949640270479
317.0,0.5983803183126626
318.0,0.61355307533921
319.0,0.6657388578559698
320.0,0.6357735612019008
321.0,0.6559781604680885
322.0,0.6390524570339451
323.0,0.6119708796000211
324.0,0.6196894795640653
325.0,0.6214177701813821
326.0,0.578086360989609
327.0,0.613649019949067
328.0,0.6099387399229255
329.0,0.6298624134346247
330.0,0.6324597541260774
331.0,0.6259613518133631
332.0,0.622474731364668
333.0,0.6442745531717138
334.0,0.6499440895180632
335.0,0.6538175590167958
336.0,0.6457226486171583
337.0,0.6413936545896505
338.0,0.5498366248393338
339.0,0.5957604054222821
340.0,0.6146031493937001
341.0,0.6474833847813365
342.0,0.6146090864198639
343.0,0.5917204632423657
344.0,0.6453142775907915
345.0,0.6517981804761528
346.0,0.6507426330472009
347.0,0.6443125733904048
348.0,0.6415675477645474
349.0,0.6415732844510154
350.0,0.679738865625636
351.0,0.6501786333312064
352.0,0.7179593287340054
353.0,0.6268365626084677
354.0,0.6230434194484726
355.0,0.5962214847392986
356.0,0.5891785439171062
357.0,0.46377307222321146
358.0,0.46377307222321146
359.0,0.46377307222321146
360.0,0.43607155238303896
361.0,0.4155121807012051
362.0,0.3843959236582572
363.0,0.37358815921832894
364.0,0.37170670376448073
365.0,0.3838008715100393
366.0,0.37349904136545076
367.0,0.3837423580874916
368.0,0.3974625644369344
369.0,0.40820513083083254
370.0,0.425042679608829
371.0,0.4376676968164124
372.0,0.44766037358482136
373.0,0.4492974948671292
374.0,0.4047376409096466
375.0,0.4312623448791849
376.0,0.48283859432374554
377.0,0.4011150120848527
378.0,0.4939820898635071
379.0,0.49634343534522546
380.0,0.4671080741253052
381.0,0.41201995165899613
382.0,0.40636709085407163
383.0,0.40487437441513424
384.0,0.41320252786433825
385.0,0.4508455304896616
386.0,0.5202791590649295
387.0,0.40680419629799747
388.0,0.40048765143724624
389.0,0.47272773135193846
390.0,0.48637855703962424
391.0,0.43341367191357244
392.0,0.4003144821489636
393.0,0.4220168433409329
394.0,0.36984960771641057
395.0,0.4057466492063354
396.0,0.5037693883146728
397.0,0.534977367013424
398.0,0.6340201282422896
399.0,0.6252223918432567
400.0,0.5490690176429973
401.0,0.5343894055473074
402.0,0.4570850778964249
403.0,0.4975499513411067
404.0,0.5447114620128695
405.0,0.5438448512332881
406.0,0.5304923480277652
407.0,0.5437806143540092
408.0,0.6653591144137131
409.0,0.6472374658800152
410.0,0.5791459421880741
411.0,0.5891937736442253
412.0,0.5834191320400707
413.0,0.576777578135235
414.0,0.5360480175973958
415.0,0.5641416881921486
416.0,0.5395305672495184
417.0,0.5528792741509491
418.0,0.5640587849084266
419.0,0.49755098313353824
420.0,0.5827951679732064
421.0,0.5941966902740089
422.0,0.5538132369779065
423.0,0.5589249537596683
424.0,0.5911527516285228
425.0,0.6126362577216757
426.0,0.5553465028190366
427.0,0.5720071138967566
428.0,0.5545984065936015
429.0,0.5445523677539625
430.0,0.5337938254089577
431.0,0.5259159857132343
432.0,0.5725347103458509
433.0,0.566287262667937
434.0,0.5764407847827691
435.0,0.5340104305942969
436.0,0.6104231978569176
437.0,0.6182668483296363
438.0,0.5799312851686611
439.0,0.6148510284089733
