time,prediction
1,0.37720083093217915
2,0.35549942707418775
3,0.338517651474396
4,0.295716584606486
5,0.3753774065749759
6,0.36992055033308324
7,0.38309222475229643
8,0.3753659513694608
9,0.4005742758952094
10,0.5280957214149221
11,0.3852553775393481
12,0.3857365601203774
13,0.3878142407695871
14,0.33872633559137
15,0.39422049844816964
16,0.35910039723426157
17,0.3323854622475996
18,0.4230624714255078
19,0.39758497146841437
20,0.4041912584449281
21,0.4035712186519807
22,0.38429298154968666
23,0.41171071341913007
24,0.4062242701767748
25,0.41345602577235996
26,0.40347758251844096
27,0.36179293817474645
28,0.33751204011338026
29,0.3173235568540744
30,0.3579355482520856
31,0.3449494889668961
32,0.3488134034052098
33,0.36488957522984167
34,0.3760229440464222
35,0.4018817377515944
36,0.41209002065728617
37,0.43850433913381914
38,0.4317620461188881
39,0.38380647331379203
40,0.4079735416872202
41,0.48926403628654586
42,0.3745725235737487
43,0.4973246040177116
44,0.5098935854191978
45,0.4558307672505971
46,0.41113479880581477
47,0.36356669559721294
48,0.3836475000124234
49,0.4055900767882748
50,0.46523881134540596
51,0.5180608927503828
52,0.36731013750619734
53,0.3809513899492718
54,0.4760597816363644
55,0.46215114628507603
56,0.4053170652964894
57,0.36077088822308045
58,0.39747666270723275
59,0.38569965518860116
60,0.4140790397004128
61,0.4987760879380162
62,0.5460260075656912
63,0.695092299978283
64,0.665003668600597
65,0.5309054396799071
66,0.5222451345348277
67,0.4657405198513718
68,0.4926140475740997
69,0.5598723286094105
70,0.5754781834789283
71,0.5569292074629927
72,0.586279888225581
73,0.7462353745791637
74,0.6789763777083926
75,0.5782351337518536
76,0.591605423634077
77,0.6338669717755703
78,0.5872919685490762
79,0.5811266501096141
80,0.6182124501619026
81,0.572286710377065
82,0.593251106769251
83,0.5564152803322834
84,0.5505524355254208
85,0.6499138665420832
86,0.6093849019992795
87,0.582542491072905
88,0.5935297993899621
89,0.6499600868903781
90,0.6612108000850014
91,0.5971411300504341
92,0.6299519207033311
93,0.5620882611862976
94,0.5413253684811905
95,0.5529737956667222
96,0.5453949247479823
97,0.6353537647164439
98,0.6025708597969135
99,0.6317515857287249
100,0.5863391195086848
101,0.6706719894082933
102,0.6968014771108879
103,0.6055791666387997
104,0.6693183989191156
105,0.6836895630164312
106,0.7408378352592507
107,0.606123689982759
108,0.5943228896085067
109,0.6593523806064088
110,0.6239398975175936
111,0.5629464077276516
112,0.687758209974932
113,0.5952018634869811
114,0.6499545361900863
115,0.6928897913032841
116,0.6409467825595191
117,0.6016312087046276
118,0.6317807243324153
119,0.7492059179478374
120,0.6605437993576391
121,0.622028984812324
122,0.6366633944434812
123,0.6556770788149787
124,0.6627001189239138
125,0.679897586120709
126,0.6314949182729469
127,0.6280727893584315
128,0.6376683027305307
129,0.7792645557812727
130,0.6538637681521248
131,0.727029934116233
132,0.6406993822411915
133,0.7160968247543262
134,0.6864553582295332
135,0.6592472357076937
136,0.6949082385417041
137,0.6997751743938695
138,0.7310478523202132
139,0.69703637801738
140,0.6731128981755777
141,0.6977338843705321
142,0.6916929209626105
143,0.7891094277139594
144,0.7988212601007216
145,0.7878865156770497
146,0.712333527134101
147,0.7844041364444952
148,0.7090916318854364
149,0.7280433614049546
150,0.7257487652386201
151,0.6870691972698877
152,0.6239159505093662
153,0.67762830117328
154,0.6962682153698138
155,0.6256620561821478
156,0.65771481533209
157,0.7047457645288329
158,0.6327536167914722
159,0.6663307540415688
160,0.7113669770601405
161,0.6192345656997457
162,0.7627358920712146
163,0.6418991178511836
164,0.688265289287193
165,0.5745850494098063
166,0.6449105013464285
167,0.6313121296421536
168,0.6365816300391536
